,time_seconds,time_seconds_delta,Timestamp,Data,X,Y,Z,Gmag,Gmag_norm,Std threshold,Q3 threshold,HO threshold
98,10.036,0.1349999999999998,1900-01-01 18:54:13.982,0000237072 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
99,10.173,0.13700000000000045,1900-01-01 18:54:14.119,0000237252 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
100,10.263,0.08999999999999986,1900-01-01 18:54:14.209,0000237342 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
101,10.4,0.13700000000000045,1900-01-01 18:54:14.346,0000237432 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
102,10.485,0.08499999999999908,1900-01-01 18:54:14.431,0000237567 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
103,10.578,0.09299999999999997,1900-01-01 18:54:14.524,0000237657 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
104,10.665,0.08699999999999974,1900-01-01 18:54:14.611,0000237747 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
105,10.804,0.13900000000000112,1900-01-01 18:54:14.750,0000237837 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
106,10.889,0.08499999999999908,1900-01-01 18:54:14.835,0000237972 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
107,11.027,0.1379999999999999,1900-01-01 18:54:14.973,0000238107 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
108,11.163,0.136000000000001,1900-01-01 18:54:15.109,0000238197 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
109,11.251,0.08799999999999919,1900-01-01 18:54:15.197,0000238332 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
110,11.339,0.08800000000000097,1900-01-01 18:54:15.285,0000238422 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
111,11.52,0.18099999999999916,1900-01-01 18:54:15.466,0000238512 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
112,11.609,0.08900000000000041,1900-01-01 18:54:15.555,0000238692 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
113,11.748,0.13899999999999935,1900-01-01 18:54:15.694,0000238782 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
114,11.837,0.08900000000000041,1900-01-01 18:54:15.783,0000238917 [app] INFO: GYRO: ,3.959,5.661,-1.767,7.130420113850235,1.0,Abnormal data,Abnormal data,Abnormal data
