,time_seconds,time_seconds_delta,Timestamp,Data,X,Y,Z,Gmag,Gmag_norm,Q3 threshold,Std threshold,HO threshold
134,68156.85,0.09000000001105946,18:55:56:850,0000339986 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
135,68156.942,0.09199999998963904,18:55:56:942,0000340076 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
136,68157.076,0.13400000000547152,18:55:57:076,0000340166 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
137,68157.168,0.09200000000419095,18:55:57:168,0000340301 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
138,68157.254,0.08599999999569263,18:55:57:254,0000340391 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
139,68157.347,0.09299999999348074,18:55:57:347,0000340481 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
140,68157.435,0.08800000000337604,18:55:57:435,0000340571 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
141,68157.527,0.09200000000419095,18:55:57:527,0000340661 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
142,68157.618,0.09100000000034925,18:55:57:618,0000340751 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
143,68157.705,0.08699999999953434,18:55:57:705,0000340841 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
144,68157.845,0.13999999999941792,18:55:57:845,0000340931 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
145,68157.931,0.08599999999569263,18:55:57:931,0000341066 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
146,68158.022,0.09100000000034925,18:55:58:022,0000341156 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
147,68158.111,0.08900000000721775,18:55:58:111,0000341246 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
148,68158.203,0.09199999998963904,18:55:58:203,0000341336 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
149,68158.294,0.09100000000034925,18:55:58:294,0000341426 [app] INFO: GYRO: ,-9.821,-0.952,21.029,23.228800786954114,1.0,Abnormal data,Abnormal data,Abnormal data
